year,region,uf,station_name,wmo_code,latitude,longitude,altitude,foundation_date,name (wmo)
2016,s,rs,jaguarao,a836,-32.53749999,-53.37638888,47.0,2007-01-09,jaguarao (a836)
2016,s,rs,soledade,a837,-28.85361111,-52.55833333,667.0,2008-03-01,soledade (a837)
2016,s,rs,camaqua,a838,-30.81055555,-51.83472221,90.66,2006-12-12,camaqua (a838)
2016,s,rs,passo fundo,a839,-28.22944443,-52.40388888,684.05,2006-11-27,passo fundo (a839)
2016,s,rs,bento goncalves,a840,-29.16722221,-51.53472221,640.0,2006-12-01,bento goncalves (a840)
2016,s,sc,joacaba,a841,-27.16944443,-51.57555554,776.0,2007-09-20,joacaba (a841)
2016,s,pr,nova fatima,a842,-23.40694444,-50.57777777,668.0,2007-02-08,nova fatima (a842)
2016,s,pr,dois vizinhos,a843,-25.69472221,-53.09444444,520.0,2007-03-29,dois vizinhos (a843)
2016,s,rs,lagoa vermelha,a844,-28.22194443,-51.51222222,842.58,2007-03-02,lagoa vermelha (a844)
2016,s,sc,bom jardim da serra - morro da igreja,a845,-28.13333333,-49.48333333,1810.0,2007-06-17,bom jardim da serra - morro da igreja (a845)
2016,s,pr,foz do iguacu,a846,-25.60194444,-54.48305554,242.0,2008-02-15,foz do iguacu (a846)
2016,s,pr,ilha do mel,a847,-25.49444444,-48.32583332,1.0,2007-03-23,ilha do mel (a847)
2016,s,sc,dionisio cerqueira,a848,-26.28638888,-53.63277777,810.0,2008-05-31,dionisio cerqueira (a848)
2016,s,pr,diamante do norte,a849,-22.63388888,-52.85888888,362.0,2008-03-06,diamante do norte (a849)
2016,s,pr,paranapoema,a850,-22.49166666,-52.13444444,311.0,2008-03-04,paranapoema (a850)
2016,s,sc,itapoa,a851,-26.0811111,-48.64166666,2.0,2007-06-06,itapoa (a851)
2016,s,rs,sao luiz gonzaga,a852,-28.41694443,-54.96222222,245.11,2007-07-25,sao luiz gonzaga (a852)
2016,s,rs,cruz alta,a853,-28.60361111,-53.6736111,432.0,2007-05-31,cruz alta (a853)
2016,s,rs,frederico westphalen,a854,-27.39555555,-53.41277777,490.0,2007-12-14,frederico westphalen (a854)
2016,s,pr,planalto,a855,-25.72194443,-53.74805555,398.0,2007-11-07,planalto (a855)
2016,s,rs,palmeira das missoes,a856,-27.92166666,-53.31694443,631.0,2008-02-26,palmeira das missoes (a856)
2016,s,sc,sao miguel do oeste,a857,-26.77666666,-53.50444444,665.0,2008-03-12,sao miguel do oeste (a857)
2016,s,sc,xanxere,a858,-26.9386111,-52.415,889.0,2008-03-15,xanxere (a858)
2016,s,sc,cacador,a859,-26.81944443,-50.98555555,952.0,2008-03-19,cacador (a859)
2016,s,sc,curitibanos,a860,-27.2886111,-50.60416666,860.0,2008-02-28,curitibanos (a860)
2016,s,sc,rio do campo,a861,-26.93749999,-50.14638888,592.0,2008-03-10,rio do campo (a861)
2016,s,sc,rio negrinho,a862,-26.2486111,-49.58055554,869.0,2008-03-22,rio negrinho (a862)
2016,s,sc,ituporanga,a863,-27.41833332,-49.64666666,484.0,2008-03-04,ituporanga (a863)
2016,s,sc,major vieira,a864,-26.3936111,-50.36333333,808.0,2009-02-09,major vieira (a864)
2016,s,sc,lages,a865,-27.80222222,-50.33555555,955.0,2014-11-06,lages (a865)
2016,s,sc,laguna  - farol de santa marta,a866,-28.60416666,-48.81333333,52.0,2008-06-01,laguna  - farol de santa marta (a866)
2016,s,sc,ararangua,a867,-28.93138888,-49.49805555,12.0,2008-09-28,ararangua (a867)
2016,s,sc,itajai,a868,-26.95083333,-48.76194444,18.0,2010-06-24,itajai (a868)
2016,s,pr,cidade gaucha,a869,-23.37583332,-52.93194443,381.0,2008-03-11,cidade gaucha (a869)
2016,s,sc,rancho queimado,a870,-27.6786111,-49.04194444,881.0,2016-05-31,rancho queimado (a870)
2016,s,pr,japira,a871,-23.77305554,-50.18055554,694.0,2008-02-29,japira (a871)
2016,s,pr,ventania,a872,-24.23833333,-50.24555555,1106.0,2011-04-15,ventania (a872)
2016,s,pr,morretes,a873,-25.51277777,-48.80861111,59.0,2008-03-13,morretes (a873)
2016,s,pr,sao mateus do sul,a874,-25.83499999,-50.3686111,788.0,2011-04-17,sao mateus do sul (a874)
2016,s,pr,general carneiro,a875,-26.3986111,-51.35444444,1018.0,2008-04-30,general carneiro (a875)
2016,s,pr,clevelandia,a876,-26.41722221,-52.34888888,980.0,2008-05-15,clevelandia (a876)
2016,s,rs,mostardas,a878,-31.24777777,-50.90555555,10.0,2008-03-11,mostardas (a878)
2016,s,rs,canela,a879,-29.36888888,-50.82749999,830.0,2008-08-23,canela (a879)
2016,s,rs,vacaria,a880,-28.51361111,-50.88277777,986.0,2008-04-26,vacaria (a880)
2016,s,rs,dom pedrito,a881,-31.0025,-54.61805554,150.0,2010-04-23,dom pedrito (a881)
2016,s,rs,teutonia,a882,-29.45027777,-51.82416666,81.0,2012-10-04,teutonia (a882)
2016,s,rs,ibiruba,a883,-28.65333333,-53.11194444,456.0,2012-12-13,ibiruba (a883)
2016,s,rs,campo bom,a884,-29.67444443,-51.06416666,24.0,2013-11-29,campo bom (a884)
2016,s,rs,tupancireta,a886,-29.89388888,-53.82666666,462.0,2016-08-11,tupancireta (a886)
2023,s,rs,capao do leao (pelotas),a887,-31.8025,-52.40722222,13.0,2019-07-18,capao do leao (pelotas) (a887)
2016,s,rs,sao vicente do sul,a889,-29.70194444,-54.69416666,134.0,2016-04-06,sao vicente do sul (a889)
2023,s,rs,encruzilhada do sul,a893,-30.54305555,-52.52472221,427.75,2018-03-15,encruzilhada do sul (a893)
2016,s,rs,serafina correa,a894,-28.70472222,-51.87055554,545.0,2016-04-01,serafina correa (a894)
2023,s,sc,chapeco,a895,-27.0853111,-52.6357111,679.0,2019-02-19,chapeco (a895)
2016,s,rs,cambara do sul,a897,-29.04888888,-50.14944444,1017.0,2016-11-24,cambara do sul (a897)
2023,s,sc,campos novos,a898,-27.3886111,-51.21583333,963.0,2019-02-15,campos novos (a898)
2016,s,rs,santa vitoria do palmar - barra do chui,a899,-33.74166666,-53.37138888,26.0,2008-03-08,santa vitoria do palmar - barra do chui (a899)
2016,co,mt,cuiaba,a901,-15.55916666,-56.72944443,240.0,2002-12-08,cuiaba (a901)
2016,co,mt,tangara da serra,a902,-14.65,-57.41666666,321.5,2002-12-11,tangara da serra (a902)
2016,co,mt,s.j. do rio claro,a903,-13.45,-56.66666666,350.0,2003-02-25,s.j. do rio claro (a903)
2016,co,mt,sorriso,a904,-12.55,-55.71666666,380.0,2002-12-16,sorriso (a904)
2016,co,mt,campo novo dos parecis,a905,-13.78333333,-57.83333333,570.0,2002-12-13,campo novo dos parecis (a905)
2016,co,mt,guaranta do norte,a906,-9.95,-54.88333333,320.0,2002-12-20,guaranta do norte (a906)
2016,co,mt,rondonopolis,a907,-16.45,-54.56666666,284.0,2003-11-17,rondonopolis (a907)
2016,co,mt,agua boa,a908,-14.01611111,-52.21222222,432.0,2006-12-16,agua boa (a908)
2016,co,mt,alto araguaia,a909,-17.33944444,-53.22416666,753.0,2011-09-22,alto araguaia (a909)
2016,co,mt,apiacas,a910,-9.56388888,-57.3936111,220.0,2006-10-24,apiacas (a910)
2017,co,mt,sapezal,a911,-10.16583333,-59.45111111,105.0,2017-10-20,sapezal (a911)
2016,co,mt,campo verde,a912,-15.52749999,-55.13555555,749.0,2006-11-21,campo verde (a912)
2016,co,mt,comodoro,a913,-13.70861111,-59.76277777,591.0,2006-11-28,comodoro (a913)
2016,co,mt,juara,a914,-11.28027777,-57.52666666,260.0,2006-11-02,juara (a914)
2016,co,mt,paranatinga,a915,-14.42138888,-54.03527777,474.0,2006-12-19,paranatinga (a915)
2016,co,mt,querencia,a916,-12.5986111,-52.19444444,339.0,2007-07-18,querencia (a916)
2016,co,mt,sinop,a917,-11.98222221,-55.56583333,371.0,2006-10-29,sinop (a917)
2016,co,mt,cotriguacu,a919,-9.90611111,-58.57194443,261.0,2007-05-28,cotriguacu (a919)
2016,co,mt,juina,a920,-11.36694443,-58.73305554,220.0,2006-11-24,juina (a920)
2016,co,mt,sao felix  do araguaia,a921,-11.61888888,-50.72777777,218.0,2007-10-19,sao felix  do araguaia (a921)
2016,co,mt,vila bela da santissima trindade,a922,-15.06277777,-59.87277777,222.0,2006-12-01,vila bela da santissima trindade (a922)
2017,co,mt,primavera do leste,a923,-15.57999999,-54.3811111,680.0,2017-10-26,primavera do leste (a923)
2016,co,mt,alta floresta,a924,-9.84944444,-56.1,289.0,2007-05-23,alta floresta (a924)
2016,n,ro,porto velho,a925,-8.76388888,-63.47499999,98.0,2007-07-11,porto velho (a925)
2016,co,mt,carlinda,a926,-10.00527777,-55.79055555,306.0,2008-04-09,carlinda (a926)
2016,co,mt,brasnorte (mundo novo),a927,-12.87194443,-58.38722221,431.0,2008-02-29,brasnorte (mundo novo) (a927)
2016,co,mt,nova maringa,a928,-13.06555555,-57.15611111,353.0,2008-04-16,nova maringa (a928)
2016,co,mt,nova ubirata,a929,-13.68638888,-54.95611111,518.0,2008-04-13,nova ubirata (a929)
2016,co,mt,gaucha do norte,a930,-13.18472221,-53.2575,379.0,2008-06-04,gaucha do norte (a930)
2016,co,mt,santo antonio do leste,a931,-14.92777777,-53.8836111,648.0,2008-05-30,santo antonio do leste (a931)
2016,co,mt,guiratinga,a932,-16.34166666,-53.76611111,526.0,2008-01-24,guiratinga (a932)
2016,co,mt,itiquira,a933,-17.29722221,-54.83722221,585.0,2008-08-14,itiquira (a933)
2016,co,mt,alto taquari,a934,-17.81555555,-53.28749999,875.0,2008-01-29,alto taquari (a934)
2016,co,mt,porto estrela,a935,-15.54638888,-57.38166666,145.0,2008-05-30,porto estrela (a935)
2016,co,mt,salto do ceu,a936,-15.13583333,-58.115,303.0,2008-01-24,salto do ceu (a936)
2016,co,mt,pontes e lacerda,a937,-15.25111111,-59.34666666,256.0,2008-01-30,pontes e lacerda (a937)
2016,n,ro,vilhena,a938,-12.73472221,-60.15777777,590.0,2008-08-26,vilhena (a938)
2016,n,ro,cacoal,a939,-11.44583333,-61.43416666,210.0,2008-07-20,cacoal (a939)
2016,n,ro,ariquemes,a940,-9.94888888,-62.96194444,140.0,2008-07-18,ariquemes (a940)
2016,co,mt,caceres,a941,-16.07444443,-57.69277777,116.0,2012-03-30,caceres (a941)
2023,co,mt,sao jose do xingu,a942,-10.48416666,-52.37249999,300.0,2019-02-19,sao jose do xingu (a942)
2023,co,mt,serra nova dourada,a943,-11.98777777,-51.4261111,441.0,2019-03-29,serra nova dourada (a943)
2023,co,mt,rosario oeste,a944,-14.82888888,-56.44194444,195.0,2019-05-30,rosario oeste (a944)
2016,s,pr,campina da lagoa,b803,-24.57083332,-52.8025,592.0,2016-08-04,campina da lagoa (b803)
2016,s,pr,laranjeiras do sul,b804,-25.36888888,-52.39194444,835.0,2016-08-07,laranjeiras do sul (b804)
2016,s,pr,colombo,b806,-25.32222221,-49.1575,950.0,2016-06-01,colombo (b806)
2023,s,rs,porto alegre- belem novo,b807,-30.1861111,-51.17805554,3.3,2022-12-08,porto alegre- belem novo (b807)
2020,se,sp,criosfera,c891,-84.0,-79.49416666,1285.0,2012-01-09,criosfera (c891)
2016,se,mg,belo horizonte - cercadinho,f501,-19.97999999,-43.95861111,1214.0,2013-12-27,belo horizonte - cercadinho (f501)
2016,n,ro,forte principe,s101,-12.42999999,-64.41999999,141.0,2016-12-01,forte principe (s101)
2016,n,am,pef ipiranga,s102,-2.93055554,-69.69527777,67.0,2016-12-01,pef ipiranga (s102)
2016,n,am,crmn manaus,s103,-3.02249999,-60.05555555,80.0,2016-12-01,crmn manaus (s103)
2016,n,ro,dtcea vilhena,s104,-12.75055555,-60.14916666,580.0,2016-12-01,dtcea vilhena (s104)
2016,n,am,dtcea tabatinga,s105,-4.25055555,-69.93499999,83.0,2016-12-01,dtcea tabatinga (s105)
2016,n,pa,dom eliseu,s107,-4.28999999,-47.55,260.0,2016-12-01,dom eliseu (s107)
2016,ne,ma,sao bento,s108,-2.7,-44.85,2.0,2016-12-01,sao bento (s108)
2016,n,ro,dtcea guajara-mirim,s110,-10.78999999,-65.33277777,126.0,2016-12-01,dtcea guajara-mirim (s110)
2016,n,pa,ulianopolis,s111,-3.8,-47.51,151.0,2016-12-01,ulianopolis (s111)
2016,n,rr,baliza,s113,0.94777777,-59.74638888,195.0,2016-12-01,baliza (s113)
2016,n,rr,pacaraima,s114,4.47749999,-61.14916666,918.0,2016-12-01,pacaraima (s114)
2016,n,am,pef yauarete,s115,0.59944444,-69.19194444,108.0,2016-12-01,pef yauarete (s115)
2016,n,am,pef estirao do equador,s116,-4.52999999,-71.61749999,83.0,2016-12-01,pef estirao do equador (s116)
2016,n,am,dtcea tefe,s117,-3.37722221,-64.72305554,52.0,2016-12-01,dtcea tefe (s117)
2016,n,pa,dtcea jacareacanga,s120,-6.23722221,-57.77499999,102.0,2016-12-01,dtcea jacareacanga (s120)
2016,n,am,santa isabel do rio negro,s121,-0.41444444,-65.01749999,44.0,2016-12-01,santa isabel do rio negro (s121)
2016,se,mg,eb_pef_bonfim,s122,3.35888888,-59.82388888,89.0,2016-12-01,eb_pef_bonfim (s122)
2020,co,ms,angelica,s701,-22.148083,-53.763736,347.0,2018-04-09,angelica (s701)
2020,co,ms,aral moreira,s702,-22.955028,-55.626,605.0,2018-04-13,aral moreira (s702)
2020,co,ms,bandeirantes,s703,-19.945539,-54.368533,624.0,2018-01-29,bandeirantes (s703)
2020,co,ms,bonito,s704,-21.246756,-56.450442,329.0,2018-08-06,bonito (s704)
2020,co,ms,brasilandia,s705,-21.298278,-52.068917,345.0,2018-04-06,brasilandia (s705)
2020,co,ms,caarapo,s706,-22.657056,-54.819306,456.0,2018-03-03,caarapo (s706)
2020,co,ms,camapua,s707,-19.587528,-54.030083,540.0,2018-02-19,camapua (s707)
2020,co,ms,fatima do sul,s708,-22.308694,-54.325833,340.0,2018-02-28,fatima do sul (s708)
2020,co,ms,iguatemi,s709,-23.644481,-54.570289,319.0,2018-02-19,iguatemi (s709)
2020,co,ms,itapora,s710,-22.092833,-54.798833,360.0,2018-02-26,itapora (s710)
2020,co,ms,laguna carapa,s711,-22.575389,-55.160333,499.0,2018-04-12,laguna carapa (s711)
2020,co,ms,nova alvorada do sul,s712,-21.450972,-54.341972,5.0,2018-02-23,nova alvorada do sul (s712)
2020,co,ms,nova andradina,s713,-22.078528,-53.465889,372.0,2018-04-09,nova andradina (s713)
2020,co,ms,pedro gomes,s714,-18.07277777,-54.54888888,251.0,2018-02-02,pedro gomes (s714)
2020,co,ms,ribas do rio pardo,s715,-20.466694,-53.763028,442.0,2018-01-18,ribas do rio pardo (s715)
2020,co,ms,santa rita do pardo,s716,-21.305889,-52.820375,383.0,2018-02-19,santa rita do pardo (s716)
2020,co,ms,selviria,s717,-20.351444,-51.430222,374.0,2018-04-05,selviria (s717)
